Year,NPC,Offence,Number (Case),Neighbourhood,Postal,Number
2012,Central Police Division - Total,Robbery,34,[Total]Central Police Division - Total,-,34
2012,Central Police Division - Total,Housebreaking,32,[Total]Central Police Division - Total,-,32
2012,Central Police Division - Total,Snatch Theft,31,[Total]Central Police Division - Total,-,31
2012,Central Police Division - Total,Theft Of Motor Vehicle,47,[Total]Central Police Division - Total,-,47
2012,Central Police Division - Total,Outrage Of Modesty,193,[Total]Central Police Division - Total,-,193
2012,Central Police Division - Bukit Merah East NPC,Robbery,8, Bukit Merah East ,088762,8
2012,Central Police Division - Bukit Merah East NPC,Housebreaking,9, Bukit Merah East ,088762,9
2012,Central Police Division - Bukit Merah East NPC,Snatch Theft,7, Bukit Merah East ,088762,7
2012,Central Police Division - Bukit Merah East NPC,Theft Of Motor Vehicle,12, Bukit Merah East ,088762,12
2012,Central Police Division - Bukit Merah East NPC,Outrage Of Modesty,48, Bukit Merah East ,088762,48
2012,Central Police Division - Marina Bay NPC,Robbery,8, Marina Bay ,078870,8
2012,Central Police Division - Marina Bay NPC,Housebreaking,6, Marina Bay ,078870,6
2012,Central Police Division - Marina Bay NPC,Snatch Theft,3, Marina Bay ,078870,3
2012,Central Police Division - Marina Bay NPC,Theft Of Motor Vehicle,4, Marina Bay ,078870,4
2012,Central Police Division - Marina Bay NPC,Outrage Of Modesty,85, Marina Bay ,078870,85
2012,Central Police Division - Rochor NPC,Robbery,18, Rochor ,208678,18
2012,Central Police Division - Rochor NPC,Housebreaking,17, Rochor ,208678,17
2012,Central Police Division - Rochor NPC,Snatch Theft,21, Rochor ,208678,21
2012,Central Police Division - Rochor NPC,Theft Of Motor Vehicle,31, Rochor ,208678,31
2012,Central Police Division - Rochor NPC,Outrage Of Modesty,60, Rochor ,208678,60
2012,Clementi Police Division - Total,Robbery,24,[Total]Clementi Police Division - Total,-,24
2012,Clementi Police Division - Total,Housebreaking,92,[Total]Clementi Police Division - Total,-,92
2012,Clementi Police Division - Total,Snatch Theft,27,[Total]Clementi Police Division - Total,-,27
2012,Clementi Police Division - Total,Theft Of Motor Vehicle,60,[Total]Clementi Police Division - Total,-,60
2012,Clementi Police Division - Total,Outrage Of Modesty,143,[Total]Clementi Police Division - Total,-,143
2012,Clementi Police Division - Bukit Merah West NPC,Robbery,6, Bukit Merah West ,159682,6
2012,Clementi Police Division - Bukit Merah West NPC,Housebreaking,25, Bukit Merah West ,159682,25
2012,Clementi Police Division - Bukit Merah West NPC,Snatch Theft,6, Bukit Merah West ,159682,6
2012,Clementi Police Division - Bukit Merah West NPC,Theft Of Motor Vehicle,25, Bukit Merah West ,159682,25
2012,Clementi Police Division - Bukit Merah West NPC,Outrage Of Modesty,43, Bukit Merah West ,159682,43
2012,Clementi Police Division - Clementi NPC,Robbery,5, Clementi ,149725,5
2012,Clementi Police Division - Clementi NPC,Housebreaking,19, Clementi ,149725,19
2012,Clementi Police Division - Clementi NPC,Snatch Theft,7, Clementi ,149725,7
2012,Clementi Police Division - Clementi NPC,Theft Of Motor Vehicle,16, Clementi ,149725,16
2012,Clementi Police Division - Clementi NPC,Outrage Of Modesty,34, Clementi ,149725,34
2012,Clementi Police Division - Jurong East NPC,Robbery,9, Jurong East ,609962,9
2012,Clementi Police Division - Jurong East NPC,Housebreaking,12, Jurong East ,609962,12
2012,Clementi Police Division - Jurong East NPC,Snatch Theft,4, Jurong East ,609962,4
2012,Clementi Police Division - Jurong East NPC,Theft Of Motor Vehicle,8, Jurong East ,609962,8
2012,Clementi Police Division - Jurong East NPC,Outrage Of Modesty,34, Jurong East ,609962,34
2012,Clementi Police Division - Queenstown NPC,Robbery,4, Queenstown ,149725,4
2012,Clementi Police Division - Queenstown NPC,Housebreaking,36, Queenstown ,149725,36
2012,Clementi Police Division - Queenstown NPC,Snatch Theft,10, Queenstown ,149725,10
2012,Clementi Police Division - Queenstown NPC,Theft Of Motor Vehicle,11, Queenstown ,149725,11
2012,Clementi Police Division - Queenstown NPC,Outrage Of Modesty,32, Queenstown ,149725,32
2012,Tanglin Police Division - Total,Robbery,36,[Total]Tanglin Police Division - Total,-,36
2012,Tanglin Police Division - Total,Housebreaking,56,[Total]Tanglin Police Division - Total,-,56
2012,Tanglin Police Division - Total,Snatch Theft,33,[Total]Tanglin Police Division - Total,-,33
2012,Tanglin Police Division - Total,Theft Of Motor Vehicle,39,[Total]Tanglin Police Division - Total,-,39
2012,Tanglin Police Division - Total,Outrage Of Modesty,242,[Total]Tanglin Police Division - Total,-,242
2012,Tanglin Police Division - Bishan NPC,Robbery,1, Bishan ,579757,1
2012,Tanglin Police Division - Bishan NPC,Housebreaking,16, Bishan ,579757,16
2012,Tanglin Police Division - Bishan NPC,Snatch Theft,0, Bishan ,579757,0
2012,Tanglin Police Division - Bishan NPC,Theft Of Motor Vehicle,4, Bishan ,579757,4
2012,Tanglin Police Division - Bishan NPC,Outrage Of Modesty,22, Bishan ,579757,22
2012,Tanglin Police Division - Bukit Timah NPC,Robbery,2, Bukit Timah ,268914,2
2012,Tanglin Police Division - Bukit Timah NPC,Housebreaking,11, Bukit Timah ,268914,11
2012,Tanglin Police Division - Bukit Timah NPC,Snatch Theft,5, Bukit Timah ,268914,5
2012,Tanglin Police Division - Bukit Timah NPC,Theft Of Motor Vehicle,2, Bukit Timah ,268914,2
2012,Tanglin Police Division - Bukit Timah NPC,Outrage Of Modesty,28, Bukit Timah ,268914,28
2012,Tanglin Police Division - Kampong Java NPC,Robbery,6, Kampong Java ,228892,6
2012,Tanglin Police Division - Kampong Java NPC,Housebreaking,9, Kampong Java ,228892,9
2012,Tanglin Police Division - Kampong Java NPC,Snatch Theft,3, Kampong Java ,228892,3
2012,Tanglin Police Division - Kampong Java NPC,Theft Of Motor Vehicle,17, Kampong Java ,228892,17
2012,Tanglin Police Division - Kampong Java NPC,Outrage Of Modesty,30, Kampong Java ,228892,30
2012,Tanglin Police Division - Orchard NPC,Robbery,15, Orchard ,239572,15
2012,Tanglin Police Division - Orchard NPC,Housebreaking,10, Orchard ,239572,10
2012,Tanglin Police Division - Orchard NPC,Snatch Theft,10, Orchard ,239572,10
2012,Tanglin Police Division - Orchard NPC,Theft Of Motor Vehicle,2, Orchard ,239572,2
2012,Tanglin Police Division - Orchard NPC,Outrage Of Modesty,125, Orchard ,239572,125
2012,Tanglin Police Division - Toa Payoh NPC,Robbery,12, Toa Payoh ,319194,12
2012,Tanglin Police Division - Toa Payoh NPC,Housebreaking,10, Toa Payoh ,319194,10
2012,Tanglin Police Division - Toa Payoh NPC,Snatch Theft,15, Toa Payoh ,319194,15
2012,Tanglin Police Division - Toa Payoh NPC,Theft Of Motor Vehicle,14, Toa Payoh ,319194,14
2012,Tanglin Police Division - Toa Payoh NPC,Outrage Of Modesty,37, Toa Payoh ,319194,37
2012,Ang Mo Kio Police Division - Total,Robbery,46,[Total]Ang Mo Kio Police Division - Total,-,46
2012,Ang Mo Kio Police Division - Total,Housebreaking,121,[Total]Ang Mo Kio Police Division - Total,-,121
2012,Ang Mo Kio Police Division - Total,Snatch Theft,39,[Total]Ang Mo Kio Police Division - Total,-,39
2012,Ang Mo Kio Police Division - Total,Theft Of Motor Vehicle,140,[Total]Ang Mo Kio Police Division - Total,-,140
2012,Ang Mo Kio Police Division - Total,Outrage Of Modesty,234,[Total]Ang Mo Kio Police Division - Total,-,234
2012,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Robbery,5, Ang Mo Kio North ,569784,5
2012,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Housebreaking,12, Ang Mo Kio North ,569784,12
2012,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Snatch Theft,3, Ang Mo Kio North ,569784,3
2012,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Theft Of Motor Vehicle,13, Ang Mo Kio North ,569784,13
2012,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Outrage Of Modesty,28, Ang Mo Kio North ,569784,28
2012,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Robbery,9, Ang Mo Kio South ,569929,9
2012,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Housebreaking,7, Ang Mo Kio South ,569929,7
2012,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Snatch Theft,10, Ang Mo Kio South ,569929,10
2012,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Theft Of Motor Vehicle,21, Ang Mo Kio South ,569929,21
2012,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Outrage Of Modesty,24, Ang Mo Kio South ,569929,24
2012,Ang Mo Kio Police Division - Hougang NPC,Robbery,11, Hougang ,538775,11
2012,Ang Mo Kio Police Division - Hougang NPC,Housebreaking,23, Hougang ,538775,23
2012,Ang Mo Kio Police Division - Hougang NPC,Snatch Theft,7, Hougang ,538775,7
2012,Ang Mo Kio Police Division - Hougang NPC,Theft Of Motor Vehicle,30, Hougang ,538775,30
2012,Ang Mo Kio Police Division - Hougang NPC,Outrage Of Modesty,48, Hougang ,538775,48
2012,Ang Mo Kio Police Division - Punggol NPC,Robbery,na, Punggol ,828837,0
2012,Ang Mo Kio Police Division - Punggol NPC,Housebreaking,na, Punggol ,828837,0
2012,Ang Mo Kio Police Division - Punggol NPC,Snatch Theft,na, Punggol ,828837,0
2012,Ang Mo Kio Police Division - Punggol NPC,Theft Of Motor Vehicle,na, Punggol ,828837,0
2012,Ang Mo Kio Police Division - Punggol NPC,Outrage Of Modesty,na, Punggol ,828837,0
2012,Ang Mo Kio Police Division - Sembawang NPC,Robbery,5, Sembawang ,757633,5
2012,Ang Mo Kio Police Division - Sembawang NPC,Housebreaking,12, Sembawang ,757633,12
2012,Ang Mo Kio Police Division - Sembawang NPC,Snatch Theft,3, Sembawang ,757633,3
2012,Ang Mo Kio Police Division - Sembawang NPC,Theft Of Motor Vehicle,6, Sembawang ,757633,6
2012,Ang Mo Kio Police Division - Sembawang NPC,Outrage Of Modesty,31, Sembawang ,757633,31
2012,Ang Mo Kio Police Division - Sengkang NPC,Robbery,3, Sengkang ,545025,3
2012,Ang Mo Kio Police Division - Sengkang NPC,Housebreaking,9, Sengkang ,545025,9
2012,Ang Mo Kio Police Division - Sengkang NPC,Snatch Theft,4, Sengkang ,545025,4
2012,Ang Mo Kio Police Division - Sengkang NPC,Theft Of Motor Vehicle,37, Sengkang ,545025,37
2012,Ang Mo Kio Police Division - Sengkang NPC,Outrage Of Modesty,34, Sengkang ,545025,34
2012,Ang Mo Kio Police Division - Serangoon NPC,Robbery,3, Serangoon ,556129,3
2012,Ang Mo Kio Police Division - Serangoon NPC,Housebreaking,28, Serangoon ,556129,28
2012,Ang Mo Kio Police Division - Serangoon NPC,Snatch Theft,0, Serangoon ,556129,0
2012,Ang Mo Kio Police Division - Serangoon NPC,Theft Of Motor Vehicle,9, Serangoon ,556129,9
2012,Ang Mo Kio Police Division - Serangoon NPC,Outrage Of Modesty,26, Serangoon ,556129,26
2012,Ang Mo Kio Police Division - Yishun North NPC,Robbery,6, Yishun North ,768827,6
2012,Ang Mo Kio Police Division - Yishun North NPC,Housebreaking,13, Yishun North ,768827,13
2012,Ang Mo Kio Police Division - Yishun North NPC,Snatch Theft,9, Yishun North ,768827,9
2012,Ang Mo Kio Police Division - Yishun North NPC,Theft Of Motor Vehicle,17, Yishun North ,768827,17
2012,Ang Mo Kio Police Division - Yishun North NPC,Outrage Of Modesty,27, Yishun North ,768827,27
2012,Ang Mo Kio Police Division - Yishun South NPC,Robbery,4, Yishun South ,768456,4
2012,Ang Mo Kio Police Division - Yishun South NPC,Housebreaking,17, Yishun South ,768456,17
2012,Ang Mo Kio Police Division - Yishun South NPC,Snatch Theft,3, Yishun South ,768456,3
2012,Ang Mo Kio Police Division - Yishun South NPC,Theft Of Motor Vehicle,7, Yishun South ,768456,7
2012,Ang Mo Kio Police Division - Yishun South NPC,Outrage Of Modesty,16, Yishun South ,768456,16
2012,Bedok Police Division - Total,Robbery,87,[Total]Bedok Police Division - Total,-,87
2012,Bedok Police Division - Total,Housebreaking,138,[Total]Bedok Police Division - Total,-,138
2012,Bedok Police Division - Total,Snatch Theft,74,[Total]Bedok Police Division - Total,-,74
2012,Bedok Police Division - Total,Theft Of Motor Vehicle,157,[Total]Bedok Police Division - Total,-,157
2012,Bedok Police Division - Total,Outrage Of Modesty,308,[Total]Bedok Police Division - Total,-,308
2012,Bedok Police Division - Bedok North NPC,Robbery,15, Bedok North ,469676,15
2012,Bedok Police Division - Bedok North NPC,Housebreaking,20, Bedok North ,469676,20
2012,Bedok Police Division - Bedok North NPC,Snatch Theft,6, Bedok North ,469676,6
2012,Bedok Police Division - Bedok North NPC,Theft Of Motor Vehicle,33, Bedok North ,469676,33
2012,Bedok Police Division - Bedok North NPC,Outrage Of Modesty,45, Bedok North ,469676,45
2012,Bedok Police Division - Bedok South NPC,Robbery,9, Bedok South ,469045,9
2012,Bedok Police Division - Bedok South NPC,Housebreaking,29, Bedok South ,469045,29
2012,Bedok Police Division - Bedok South NPC,Snatch Theft,8, Bedok South ,469045,8
2012,Bedok Police Division - Bedok South NPC,Theft Of Motor Vehicle,19, Bedok South ,469045,19
2012,Bedok Police Division - Bedok South NPC,Outrage Of Modesty,34, Bedok South ,469045,34
2012,Bedok Police Division - Changi NPC,Robbery,3, Changi ,529914,3
2012,Bedok Police Division - Changi NPC,Housebreaking,9, Changi ,529914,9
2012,Bedok Police Division - Changi NPC,Snatch Theft,2, Changi ,529914,2
2012,Bedok Police Division - Changi NPC,Theft Of Motor Vehicle,12, Changi ,529914,12
2012,Bedok Police Division - Changi NPC,Outrage Of Modesty,33, Changi ,529914,33
2012,Bedok Police Division - Geylang NPC,Robbery,42, Geylang ,401094,42
2012,Bedok Police Division - Geylang NPC,Housebreaking,53, Geylang ,401094,53
2012,Bedok Police Division - Geylang NPC,Snatch Theft,33, Geylang ,401094,33
2012,Bedok Police Division - Geylang NPC,Theft Of Motor Vehicle,50, Geylang ,401094,50
2012,Bedok Police Division - Geylang NPC,Outrage Of Modesty,95, Geylang ,401094,95
2012,Bedok Police Division - Marine Parade NPC,Robbery,4, Marine Parade ,449296,4
2012,Bedok Police Division - Marine Parade NPC,Housebreaking,11, Marine Parade ,449296,11
2012,Bedok Police Division - Marine Parade NPC,Snatch Theft,5, Marine Parade ,449296,5
2012,Bedok Police Division - Marine Parade NPC,Theft Of Motor Vehicle,5, Marine Parade ,449296,5
2012,Bedok Police Division - Marine Parade NPC,Outrage Of Modesty,27, Marine Parade ,449296,27
2012,Bedok Police Division - Pasir Ris NPC,Robbery,4, Pasir Ris ,519457,4
2012,Bedok Police Division - Pasir Ris NPC,Housebreaking,7, Pasir Ris ,519457,7
2012,Bedok Police Division - Pasir Ris NPC,Snatch Theft,9, Pasir Ris ,519457,9
2012,Bedok Police Division - Pasir Ris NPC,Theft Of Motor Vehicle,13, Pasir Ris ,519457,13
2012,Bedok Police Division - Pasir Ris NPC,Outrage Of Modesty,31, Pasir Ris ,519457,31
2012,Bedok Police Division - Tampines NPC,Robbery,10, Tampines ,529682,10
2012,Bedok Police Division - Tampines NPC,Housebreaking,9, Tampines ,529682,9
2012,Bedok Police Division - Tampines NPC,Snatch Theft,11, Tampines ,529682,11
2012,Bedok Police Division - Tampines NPC,Theft Of Motor Vehicle,25, Tampines ,529682,25
2012,Bedok Police Division - Tampines NPC,Outrage Of Modesty,43, Tampines ,529682,43
2012,Jurong Police Division - Total,Robbery,57,[Total]Jurong Police Division - Total,-,57
2012,Jurong Police Division - Total,Housebreaking,106,[Total]Jurong Police Division - Total,-,106
2012,Jurong Police Division - Total,Snatch Theft,82,[Total]Jurong Police Division - Total,-,82
2012,Jurong Police Division - Total,Theft Of Motor Vehicle,141,[Total]Jurong Police Division - Total,-,141
2012,Jurong Police Division - Total,Outrage Of Modesty,278,[Total]Jurong Police Division - Total,-,278
2012,Jurong Police Division - Bukit Batok NPC,Robbery,6, Bukit Batok ,659840,6
2012,Jurong Police Division - Bukit Batok NPC,Housebreaking,8, Bukit Batok ,659840,8
2012,Jurong Police Division - Bukit Batok NPC,Snatch Theft,11, Bukit Batok ,659840,11
2012,Jurong Police Division - Bukit Batok NPC,Theft Of Motor Vehicle,17, Bukit Batok ,659840,17
2012,Jurong Police Division - Bukit Batok NPC,Outrage Of Modesty,25, Bukit Batok ,659840,25
2012,Jurong Police Division - Bukit Panjang NPC,Robbery,0, Bukit Panjang ,679005,0
2012,Jurong Police Division - Bukit Panjang NPC,Housebreaking,12, Bukit Panjang ,679005,12
2012,Jurong Police Division - Bukit Panjang NPC,Snatch Theft,7, Bukit Panjang ,679005,7
2012,Jurong Police Division - Bukit Panjang NPC,Theft Of Motor Vehicle,10, Bukit Panjang ,679005,10
2012,Jurong Police Division - Bukit Panjang NPC,Outrage Of Modesty,27, Bukit Panjang ,679005,27
2012,Jurong Police Division - Choa Chu Kang NPC,Robbery,12, Choa Chu Kang ,689286,12
2012,Jurong Police Division - Choa Chu Kang NPC,Housebreaking,6, Choa Chu Kang ,689286,6
2012,Jurong Police Division - Choa Chu Kang NPC,Snatch Theft,8, Choa Chu Kang ,689286,8
2012,Jurong Police Division - Choa Chu Kang NPC,Theft Of Motor Vehicle,16, Choa Chu Kang ,689286,16
2012,Jurong Police Division - Choa Chu Kang NPC,Outrage Of Modesty,40, Choa Chu Kang ,689286,40
2012,Jurong Police Division - Jurong West NPC,Robbery,7, Jurong West ,649818,7
2012,Jurong Police Division - Jurong West NPC,Housebreaking,29, Jurong West ,649818,29
2012,Jurong Police Division - Jurong West NPC,Snatch Theft,22, Jurong West ,649818,22
2012,Jurong Police Division - Jurong West NPC,Theft Of Motor Vehicle,20, Jurong West ,649818,20
2012,Jurong Police Division - Jurong West NPC,Outrage Of Modesty,52, Jurong West ,649818,52
2012,Jurong Police Division - Nanyang NPC,Robbery,11, Nanyang ,649482,11
2012,Jurong Police Division - Nanyang NPC,Housebreaking,25, Nanyang ,649482,25
2012,Jurong Police Division - Nanyang NPC,Snatch Theft,12, Nanyang ,649482,12
2012,Jurong Police Division - Nanyang NPC,Theft Of Motor Vehicle,14, Nanyang ,649482,14
2012,Jurong Police Division - Nanyang NPC,Outrage Of Modesty,35, Nanyang ,649482,35
2012,Jurong Police Division - Woodlands NPC,Robbery,na, Woodlands ,738070,0
2012,Jurong Police Division - Woodlands NPC,Housebreaking,na, Woodlands ,738070,0
2012,Jurong Police Division - Woodlands NPC,Snatch Theft,na, Woodlands ,738070,0
2012,Jurong Police Division - Woodlands NPC,Theft Of Motor Vehicle,na, Woodlands ,738070,0
2012,Jurong Police Division - Woodlands NPC,Outrage Of Modesty,na, Woodlands ,738070,0
2012,Jurong Police Division - Woodlands East NPC,Robbery,8, Woodlands East ,738070,8
2012,Jurong Police Division - Woodlands East NPC,Housebreaking,12, Woodlands East ,738070,12
2012,Jurong Police Division - Woodlands East NPC,Snatch Theft,9, Woodlands East ,738070,9
2012,Jurong Police Division - Woodlands East NPC,Theft Of Motor Vehicle,27, Woodlands East ,738070,27
2012,Jurong Police Division - Woodlands East NPC,Outrage Of Modesty,58, Woodlands East ,738070,58
2012,Jurong Police Division - Woodlands West NPC,Robbery,13, Woodlands West ,738070,13
2012,Jurong Police Division - Woodlands West NPC,Housebreaking,14, Woodlands West ,738070,14
2012,Jurong Police Division - Woodlands West NPC,Snatch Theft,13, Woodlands West ,738070,13
2012,Jurong Police Division - Woodlands West NPC,Theft Of Motor Vehicle,37, Woodlands West ,738070,37
2012,Jurong Police Division - Woodlands West NPC,Outrage Of Modesty,41, Woodlands West ,738070,41
2012,Woodlands Police Division - Total,Robbery,-,[Total]Woodlands Police Division - Total,-,0
2012,Woodlands Police Division - Total,Housebreaking,-,[Total]Woodlands Police Division - Total,-,0
2012,Woodlands Police Division - Total,Snatch Theft,-,[Total]Woodlands Police Division - Total,-,0
2012,Woodlands Police Division - Total,Theft Of Motor Vehicle,-,[Total]Woodlands Police Division - Total,-,0
2012,Woodlands Police Division - Total,Outrage Of Modesty,-,[Total]Woodlands Police Division - Total,-,0
2012,Woodlands Police Division - Woodlands East NPC,Robbery,-, Woodlands East ,738070,0
2012,Woodlands Police Division - Woodlands East NPC,Housebreaking,-, Woodlands East ,738070,0
2012,Woodlands Police Division - Woodlands East NPC,Snatch Theft,-, Woodlands East ,738070,0
2012,Woodlands Police Division - Woodlands East NPC,Theft Of Motor Vehicle,-, Woodlands East ,738070,0
2012,Woodlands Police Division - Woodlands East NPC,Outrage Of Modesty,-, Woodlands East ,738070,0
2012,Woodlands Police Division - Woodlands West NPC,Robbery,-, Woodlands West ,738070,0
2012,Woodlands Police Division - Woodlands West NPC,Housebreaking,-, Woodlands West ,738070,0
2012,Woodlands Police Division - Woodlands West NPC,Snatch Theft,-, Woodlands West ,738070,0
2012,Woodlands Police Division - Woodlands West NPC,Theft Of Motor Vehicle,-, Woodlands West ,738070,0
2012,Woodlands Police Division - Woodlands West NPC,Outrage Of Modesty,-, Woodlands West ,738070,0
2012,Woodlands Police Division - Yishun North NPC,Robbery,-, Yishun North ,768827,0
2012,Woodlands Police Division - Yishun North NPC,Housebreaking,-, Yishun North ,768827,0
2012,Woodlands Police Division - Yishun North NPC,Snatch Theft,-, Yishun North ,768827,0
2012,Woodlands Police Division - Yishun North NPC,Theft Of Motor Vehicle,-, Yishun North ,768827,0
2012,Woodlands Police Division - Yishun North NPC,Outrage Of Modesty,-, Yishun North ,768827,0
2012,Woodlands Police Division - Yishun South NPC,Robbery,-, Yishun South ,768456,0
2012,Woodlands Police Division - Yishun South NPC,Housebreaking,-, Yishun South ,768456,0
2012,Woodlands Police Division - Yishun South NPC,Snatch Theft,-, Yishun South ,768456,0
2012,Woodlands Police Division - Yishun South NPC,Theft Of Motor Vehicle,-, Yishun South ,768456,0
2012,Woodlands Police Division - Yishun South NPC,Outrage Of Modesty,-, Yishun South ,768456,0
2012,Woodlands Police Division - Sembawang NPC,Robbery,-, Sembawang ,757633,0
2012,Woodlands Police Division - Sembawang NPC,Housebreaking,-, Sembawang ,757633,0
2012,Woodlands Police Division - Sembawang NPC,Snatch Theft,-, Sembawang ,757633,0
2012,Woodlands Police Division - Sembawang NPC,Theft Of Motor Vehicle,-, Sembawang ,757633,0
2012,Woodlands Police Division - Sembawang NPC,Outrage Of Modesty,-, Sembawang ,757633,0
2013,Central Police Division - Total,Robbery,37,[Total]Central Police Division - Total,-,37
2013,Central Police Division - Total,Housebreaking,49,[Total]Central Police Division - Total,-,49
2013,Central Police Division - Total,Snatch Theft,36,[Total]Central Police Division - Total,-,36
2013,Central Police Division - Total,Theft Of Motor Vehicle,25,[Total]Central Police Division - Total,-,25
2013,Central Police Division - Total,Outrage Of Modesty,186,[Total]Central Police Division - Total,-,186
2013,Central Police Division - Bukit Merah East NPC,Robbery,6, Bukit Merah East ,088762,6
2013,Central Police Division - Bukit Merah East NPC,Housebreaking,7, Bukit Merah East ,088762,7
2013,Central Police Division - Bukit Merah East NPC,Snatch Theft,13, Bukit Merah East ,088762,13
2013,Central Police Division - Bukit Merah East NPC,Theft Of Motor Vehicle,9, Bukit Merah East ,088762,9
2013,Central Police Division - Bukit Merah East NPC,Outrage Of Modesty,60, Bukit Merah East ,088762,60
2013,Central Police Division - Marina Bay NPC,Robbery,5, Marina Bay ,078870,5
2013,Central Police Division - Marina Bay NPC,Housebreaking,9, Marina Bay ,078870,9
2013,Central Police Division - Marina Bay NPC,Snatch Theft,6, Marina Bay ,078870,6
2013,Central Police Division - Marina Bay NPC,Theft Of Motor Vehicle,2, Marina Bay ,078870,2
2013,Central Police Division - Marina Bay NPC,Outrage Of Modesty,70, Marina Bay ,078870,70
2013,Central Police Division - Rochor NPC,Robbery,26, Rochor ,208678,26
2013,Central Police Division - Rochor NPC,Housebreaking,33, Rochor ,208678,33
2013,Central Police Division - Rochor NPC,Snatch Theft,17, Rochor ,208678,17
2013,Central Police Division - Rochor NPC,Theft Of Motor Vehicle,14, Rochor ,208678,14
2013,Central Police Division - Rochor NPC,Outrage Of Modesty,56, Rochor ,208678,56
2013,Clementi Police Division - Total,Robbery,23,[Total]Clementi Police Division - Total,-,23
2013,Clementi Police Division - Total,Housebreaking,69,[Total]Clementi Police Division - Total,-,69
2013,Clementi Police Division - Total,Snatch Theft,19,[Total]Clementi Police Division - Total,-,19
2013,Clementi Police Division - Total,Theft Of Motor Vehicle,43,[Total]Clementi Police Division - Total,-,43
2013,Clementi Police Division - Total,Outrage Of Modesty,145,[Total]Clementi Police Division - Total,-,145
2013,Clementi Police Division - Bukit Merah West NPC,Robbery,6, Bukit Merah West ,159682,6
2013,Clementi Police Division - Bukit Merah West NPC,Housebreaking,17, Bukit Merah West ,159682,17
2013,Clementi Police Division - Bukit Merah West NPC,Snatch Theft,4, Bukit Merah West ,159682,4
2013,Clementi Police Division - Bukit Merah West NPC,Theft Of Motor Vehicle,17, Bukit Merah West ,159682,17
2013,Clementi Police Division - Bukit Merah West NPC,Outrage Of Modesty,38, Bukit Merah West ,159682,38
2013,Clementi Police Division - Clementi NPC,Robbery,8, Clementi ,149725,8
2013,Clementi Police Division - Clementi NPC,Housebreaking,10, Clementi ,149725,10
2013,Clementi Police Division - Clementi NPC,Snatch Theft,3, Clementi ,149725,3
2013,Clementi Police Division - Clementi NPC,Theft Of Motor Vehicle,6, Clementi ,149725,6
2013,Clementi Police Division - Clementi NPC,Outrage Of Modesty,33, Clementi ,149725,33
2013,Clementi Police Division - Jurong East NPC,Robbery,5, Jurong East ,609962,5
2013,Clementi Police Division - Jurong East NPC,Housebreaking,9, Jurong East ,609962,9
2013,Clementi Police Division - Jurong East NPC,Snatch Theft,5, Jurong East ,609962,5
2013,Clementi Police Division - Jurong East NPC,Theft Of Motor Vehicle,9, Jurong East ,609962,9
2013,Clementi Police Division - Jurong East NPC,Outrage Of Modesty,45, Jurong East ,609962,45
2013,Clementi Police Division - Queenstown NPC,Robbery,4, Queenstown ,149725,4
2013,Clementi Police Division - Queenstown NPC,Housebreaking,33, Queenstown ,149725,33
2013,Clementi Police Division - Queenstown NPC,Snatch Theft,7, Queenstown ,149725,7
2013,Clementi Police Division - Queenstown NPC,Theft Of Motor Vehicle,11, Queenstown ,149725,11
2013,Clementi Police Division - Queenstown NPC,Outrage Of Modesty,29, Queenstown ,149725,29
2013,Tanglin Police Division - Total,Robbery,31,[Total]Tanglin Police Division - Total,-,31
2013,Tanglin Police Division - Total,Housebreaking,79,[Total]Tanglin Police Division - Total,-,79
2013,Tanglin Police Division - Total,Snatch Theft,17,[Total]Tanglin Police Division - Total,-,17
2013,Tanglin Police Division - Total,Theft Of Motor Vehicle,35,[Total]Tanglin Police Division - Total,-,35
2013,Tanglin Police Division - Total,Outrage Of Modesty,208,[Total]Tanglin Police Division - Total,-,208
2013,Tanglin Police Division - Bishan NPC,Robbery,6, Bishan ,579757,6
2013,Tanglin Police Division - Bishan NPC,Housebreaking,9, Bishan ,579757,9
2013,Tanglin Police Division - Bishan NPC,Snatch Theft,4, Bishan ,579757,4
2013,Tanglin Police Division - Bishan NPC,Theft Of Motor Vehicle,5, Bishan ,579757,5
2013,Tanglin Police Division - Bishan NPC,Outrage Of Modesty,33, Bishan ,579757,33
2013,Tanglin Police Division - Bukit Timah NPC,Robbery,1, Bukit Timah ,268914,1
2013,Tanglin Police Division - Bukit Timah NPC,Housebreaking,14, Bukit Timah ,268914,14
2013,Tanglin Police Division - Bukit Timah NPC,Snatch Theft,2, Bukit Timah ,268914,2
2013,Tanglin Police Division - Bukit Timah NPC,Theft Of Motor Vehicle,4, Bukit Timah ,268914,4
2013,Tanglin Police Division - Bukit Timah NPC,Outrage Of Modesty,17, Bukit Timah ,268914,17
2013,Tanglin Police Division - Kampong Java NPC,Robbery,15, Kampong Java ,228892,15
